name,funding_total_usd,status,country_code,funding_rounds,Industry_Group,time_between_first_last_funding,days_in_business
Accentium Web,2000000,operating,Other,1,Internet Services,0,3080
Accenx Technologies,1500000,acquired,USA,1,Software,0,6937
Accept Software,25305000,acquired,USA,4,Professional Services,1915,5111
Acceptd,3020000,operating,USA,3,Software,743,1824
Accera,138581610,operating,USA,5,Biotechnology,3326,5476
Accertify,7131124,acquired,USA,3,Privacy and Security,700,3226
Access Closure,13793098,acquired,USA,3,Health Care,943,5111
Access Intelligence,7380000,operating,USA,2,Content and Publishing,243,2373
Access Media 3,30000000,operating,USA,1,Privacy and Security,0,3285
Access MediQuip,46900000,operating,USA,1,Health Care,0,6937
Access Mobile,352500,operating,USA,2,Mobile,103,2189
Access Network,3200000,operating,USA,2,Advertising,365,2920
Access Northeast,1999998,acquired,USA,1,Professional Services,0,6207
Access Point,4500000,operating,Other,1,Data and Analytics,0,2686
Access Psychiatry Solutions,250000,operating,USA,1,Biotechnology,0,1824
Access Scientific,21376001,acquired,USA,6,Health Care,989,4381
Access UK,80157014,operating,Other,1,Financial Services,0,1736
Accessbio,12000000,operating,USA,1,Biotechnology,0,1680
AccessSportsMedia.com,20000000,operating,USA,2,Data and Analytics,798,4746
Accion Texas,2800000,operating,USA,1,Other,0,8033
Accipiter Systems,4979639,operating,USA,4,Other,673,5111
Acclaimd,90000,operating,USA,2,Professional Services,67,1428
ACCO Semiconductor,33331814,operating,USA,3,Advertising,1280,8033
Accolade,53744444,operating,USA,4,Health Care,1573,3285
Accompani,20600000,operating,USA,2,Hardware,156,1093
Accord Biomaterials,1200000,operating,USA,1,Biotechnology,0,2920
Accordent Technologies,4000000,acquired,USA,1,Professional Services,0,3563
Accountable,158000,operating,Other,2,Software,382,1034
Accounting SaaS Japan,8500000,operating,Other,2,Software,542,2403
AccountNow,34072000,operating,USA,4,Financial Services,1300,4746
Accredible,150000,operating,USA,2,Education,127,968
Accrue Search Concepts dba Boounce,200000,closed,Other,1,Internet Services,0,2050
Accruent,32000000,operating,USA,2,Software,1390,7668
Accruit,3315000,operating,USA,1,Software,0,5842
Accu-Break Pharmaceuticals,1000000,operating,USA,1,Biotechnology,0,5476
Accudial Pharmaceutical,12024769,operating,USA,3,Biotechnology,1099,2189
AccuDraft,650000,operating,USA,1,Software,0,8764
Accuhealth Partners,760000,operating,USA,1,Health Care,0,1824
Accumetrics,110640466,acquired,USA,9,Biotechnology,3759,7303
Accumulate,12050000,operating,Other,4,Software,1637,4015
Accumuli Security,8033458,operating,Other,1,Software,0,7303
AccuNostics,6321095,operating,Other,1,Health Care,0,2920
Accupass,1000000,operating,Other,2,Mobile,393,1062
Accuradio,2500000,operating,USA,1,Data and Analytics,0,5386
Accurate Group,67000000,operating,USA,3,Real Estate,28,1114
Accurence,4277507,operating,USA,2,Software,890,4015
AccuRev,2100000,operating,USA,1,Software,0,6572
Accuri Cytometers,32655000,operating,USA,8,Biotechnology,2058,3956
AccurIC,329695,operating,Other,1,Software,0,1824
Accuris Networks,15000000,operating,Other,1,Hardware,0,462
AccuTherm Systems,200000,operating,USA,1,Software,0,719
Accuvant,8198838,acquired,USA,4,Privacy and Security,2299,5111
AccuVein,30500000,operating,USA,2,Software,921,3650
ACE,1245092,operating,USA,3,Health Care,1495,3650
ACE Health,104594,operating,Other,1,Health Care,0,2189
Ace Metrix,18700000,operating,USA,5,Advertising,1397,3285
ACE Portal,75000,operating,USA,1,Commerce and Shopping,0,2189
ACell,8700000,operating,USA,1,Health Care,0,6207
AcelRx Pharmaceuticals,93654902,operating,USA,5,Health Care,1487,2228
Acendi Interactive,2090000,closed,USA,1,Privacy and Security,0,2546
Acera Surgical,600000,operating,USA,1,Health Care,0,1093
Aceris 3D Inspection,4880000,closed,Other,1,Advertising,0,5842
Acertiv,737630,operating,USA,2,Financial Services,266,1715
Acesis,3638201,operating,USA,1,Software,0,3650
AcesoBee,41250,operating,Other,1,Health Care,0,895
Acetec Semiconductor,4294788,operating,Other,1,Advertising,0,881
Acetylon Pharmaceuticals,151250000,operating,USA,6,Biotechnology,1458,2920
Aceva Technologies,5280000,acquired,USA,1,Software,0,6207
AchaLa,30000,operating,Other,1,Advertising,0,2554
Achaogen,100905707,operating,USA,3,Health Care,2355,4381
Achates Power,66500000,operating,USA,3,Information Technology,1462,4381
Acheive CCA,5000000,operating,USA,1,Financial Services,0,2507
Achelios Therapeutics,3170442,operating,USA,1,Biotechnology,0,656
ACHICA,13274403,operating,Other,3,Travel and Tourism,1341,2158
Achieve Financial Services,12500000,operating,USA,1,Financial Services,0,1380
Achieve X,150000,operating,USA,1,Software,0,2920
Achieve3000,9000000,operating,USA,1,Software,0,5842
Achieved.co,100000,operating,Other,1,Administrative Services,0,973
AchieveIt Online,3600000,operating,USA,3,Software,392,2189
Achievers,49122326,operating,USA,4,Other,1154,7668
Achievo(R) Corporation,24000000,operating,USA,1,Software,0,3229
Achillion Pharmaceuticals,50100000,operating,USA,1,Health Care,0,6572
Achronix Semiconductor,135776263,operating,USA,5,Advertising,2268,4381
Achvr,1250000,operating,USA,1,Gaming,0,1538
Acision,100000000,operating,Other,1,Mobile,0,8764
ACKme Networks,1400000,operating,USA,1,Internet Services,0,1093
Aclaris Therapeutics,42000000,operating,USA,2,Biotechnology,708,1162
ACM Capital Partners,8000000,operating,USA,1,Professional Services,0,798
Acme Packet,22247779,acquired,USA,1,Hardware,0,2421
aCommerce,13800000,operating,Other,2,Commerce and Shopping,171,1093
Acompli,7300000,acquired,USA,1,Software,0,1093
aCon,1998000,operating,Other,3,Software,1160,4746
Aconex,85000000,operating,Other,1,Software,0,5815
Aconite Technology,592000,operating,Other,1,Software,0,5842
Acopia Networks,20000000,acquired,USA,1,Software,0,5111
Acopio,20000,operating,USA,1,Other,0,1368
Acorn International,43000000,operating,Other,2,Advertising,455,3650
Acorns,8960000,operating,USA,3,Software,651,1400
Acoustic Sensing Technology,976865,operating,Other,1,Information Technology,0,1459
Acoustic Technologies,7974296,acquired,USA,1,Software,0,6572
Acousticeye,15000000,operating,USA,4,Information Technology,1336,3650
Acqua Telecom Ltd,808211,operating,Other,1,Community and Lifestyle,0,938
Acquaintable,40000,acquired,USA,1,Internet Services,0,1459
Acquia,118500000,operating,USA,7,Software,2447,3165
Acquisio,12100000,operating,Other,3,Advertising,898,4746
Acrinta,130000,operating,Other,1,Health Care,0,1296
Acrisure,20000000,operating,USA,1,Financial Services,0,3650
Acronis,11000000,operating,Other,1,Hardware,0,5111
Across America Financial Services,20292075,operating,USA,1,Financial Services,0,4015
Across The Universe,12500,operating,Other,1,Gaming,0,728
ACS Clothing,12879637,operating,Other,1,Commerce and Shopping,0,6937
ACS Global,3162000,operating,USA,2,Biotechnology,64,1707
Acsendo,150000,operating,Other,1,Software,0,2889
ACSIAN,495440,operating,Other,1,Software,0,3799
Acsis,6000000,operating,USA,1,Software,0,7303
ACT Biotech,26980000,operating,USA,6,Biotechnology,766,2920
Act-On Software,72500000,operating,USA,5,Software,1327,2920
Actacell,9800000,acquired,USA,3,Information Technology,890,2717
ActBlue,22123893,operating,USA,1,Information Technology,0,4381
Acteavo,116987,operating,Other,3,Travel and Tourism,505,1093
Actelis Networks,57616859,operating,USA,6,Internet Services,2366,6572
Actiance,15600000,operating,USA,1,Software,0,6572
Actifi,137500,operating,USA,1,Professional Services,0,4746
Actifio,207500000,operating,USA,5,Software,1341,2373
Actimagine,3759300,operating,Other,1,Software,0,4746
Actimis Pharmaceuticals,15600000,acquired,USA,2,Biotechnology,1135,3898
Actimize,24000000,acquired,Other,3,Software,968,6207
Actinium Pharmaceuticals,7000720,operating,USA,2,Biotechnology,810,5842
Actinobac Biomed,600000,operating,USA,2,Biotechnology,1434,2554
Action Engine,58200000,acquired,USA,5,Mobile,2617,5811
Action Online Entertainment,20000000,operating,USA,2,Design,545,5477
Action Online Publishing,100000,operating,USA,2,Commerce and Shopping,61,2189
Action Pharma,6300000,operating,Other,1,Biotechnology,0,5842
Action Products International,10150000,operating,USA,2,Software,204,1533
Actionality,1000000,operating,Other,1,Advertising,0,4015
ActionBase,400000,operating,Other,1,Advertising,0,3226
ActionFlow,250000,operating,Other,1,Software,0,2373
ActionPlanner,500000,operating,Other,1,Professional Services,0,1093
ActionRun,1510005,operating,USA,1,Software,0,2920
Actionsoft,1604278,operating,Other,1,Software,0,1124
ActionTax.ca,250000,operating,Other,1,Financial Services,0,2158
ActionX,6000000,operating,USA,2,Mobile,365,1459
Actito,900000,operating,Other,1,Information Technology,0,5721
ACTIV Financial Systems,25000000,operating,USA,1,Software,0,5111
Activ Technologies,40000,operating,USA,1,Software,0,3650
activ8 Intelligence,2310008,operating,Other,2,Software,2215,4015
Activaero,22585000,acquired,Other,2,Biotechnology,453,4381
Activate Healthcare,950000,operating,USA,2,Health Care,971,2554
Activate Hub,17000,operating,Other,1,Community and Lifestyle,0,608
Activate Networks,16000000,operating,USA,3,Health Care,827,1969
Activation Life,40000,operating,USA,1,Biotechnology,0,2554
Activation Media,705000,operating,USA,2,Gaming,1284,2189
Active DSP,1120000,operating,Other,1,Software,0,3650
Active Endpoints,22500000,operating,USA,5,Software,2242,4746
Active Implants,99717506,operating,USA,11,Biotechnology,3170,4229
Active Junky,1300000,operating,USA,1,Commerce and Shopping,0,2189
Active Life Scientific,925000,operating,USA,3,Biotechnology,1122,3285
Active Media,11500000,operating,Other,2,Advertising,1216,4015
Active Mind Technology,7823112,operating,USA,1,Software,0,768
ACTIVE Network,214208700,acquired,USA,10,Software,3754,5995
Active Scaler,28000,operating,USA,1,Software,0,1277
Active Storage,16400000,closed,USA,4,Software,1029,2646
Active Tax & Accounting,5000,operating,USA,1,Professional Services,0,912
Active-Semi,6000000,operating,USA,1,Advertising,0,4381
ActiveEon,1054991,operating,Other,1,Software,0,3285
ActiveGift,20000,operating,Other,1,Community and Lifestyle,0,1765
Activehours,4099999,operating,USA,1,Financial Services,0,1459
Actively Learn,899955,operating,USA,1,Education,0,1358
ActiveO,600000,operating,USA,1,Health Care,0,2024
ActivePath,13250001,operating,USA,2,Financial Services,438,3285
ActiveRain,2750000,operating,USA,1,Real Estate,0,3499
ActiveReplay,2100000,operating,USA,1,Sports,0,667
ActiveSec,490000,operating,Other,3,Mobile,1096,3320
ActiveTrak,680000,operating,USA,2,Mobile,241,3285
ActiViews,10000000,operating,Other,2,Health Care,801,3650
Activiomics,805000,acquired,Other,1,Biotechnology,0,1751
Activity Rocket,185000,operating,USA,2,Internet Services,790,1246
ActivityHero,2200000,operating,USA,2,Education,936,1824
Actiwave,4275852,operating,Other,2,Mobile,448,3285
ACTON,2500000,operating,USA,2,Transportation,365,1824
Acton Pharmaceuticals,36700005,acquired,USA,4,Biotechnology,1252,2205
ActSocial,3000000,operating,Other,2,Community and Lifestyle,1188,2520
Actual Experience,6061005,operating,Other,1,Software,0,2554
ActualMeds,550000,operating,USA,2,Health Care,933,2554
ActuatedMedical,150000,operating,USA,1,Software,0,3650
Actus Digital,2000000,operating,Other,1,Content and Publishing,0,4015
Actus Interactive Software,242500,operating,USA,1,Software,0,1824
ACTV8me,11879704,operating,USA,4,Hardware,469,1824
ActX,2670394,operating,USA,2,Biotechnology,187,1459
Acucela,439603,operating,USA,1,Biotechnology,0,5111
AcuFocus,86000000,operating,USA,2,Health Care,1009,5476
Acuitas Medical,1067275,operating,Other,2,Health Care,335,1987
Acuity Medical International,1500321,operating,USA,1,Health Care,0,6572
AcuityAds,3000000,operating,USA,1,Advertising,0,2554
Acumatica,23300000,operating,USA,4,Platforms,1813,2920
Acumen Holdings,93000000,operating,USA,3,Commerce and Shopping,839,7668
Acumen Pharmaceuticals,2200000,operating,USA,2,Biotechnology,2463,7303
Acumentrics,18100000,operating,USA,2,Manufacturing,1196,8033
Acunu,10563501,operating,Other,3,Software,1176,2434
Acupera,6000000,operating,USA,3,Health Care,1107,1612
Acura Pharmaceuticals,10300000,operating,USA,2,Biotechnology,239,729
Acusphere,10000000,operating,USA,2,Biotechnology,231,8398
Acustream,2000000,operating,USA,1,Health Care,0,3285
Acutus Medical,63176464,operating,USA,5,Biotechnology,1149,1824
Acylin Therapeutics,6400000,operating,USA,2,Biotechnology,510,2554
Ad Hoc Labs,2000000,operating,USA,2,Mobile,368,1246
Ad Infuse,17600000,acquired,USA,3,Mobile,1117,3711
Ad Knights,50000,closed,USA,1,Advertising,0,2130
Ad Summos,4549999,operating,USA,2,Advertising,433,2189
Ad Tech Media Sales,175000,operating,USA,2,Software,153,789
Ad Venture,99234,operating,Other,1,Advertising,0,748
AdAdapted,1075000,operating,USA,2,Content and Publishing,161,1459
Adagio Medical,6637111,operating,USA,2,Health Care,508,1824
Adallom,19500000,operating,USA,2,Privacy and Security,415,1459
AdAlta,3010802,operating,Other,1,Biotechnology,0,2189
Adama Materials,7131660,operating,USA,4,Information Technology,1402,2920
Adamas Pharmaceuticals,82000000,operating,USA,4,Health Care,1614,5842
Adamis Pharmaceuticals,16377078,operating,USA,5,Biotechnology,866,3650
Adams Arms,2700000,operating,USA,1,Manufacturing,0,3285
Adap.tv,48500000,acquired,USA,5,Media and Entertainment,1516,3346
Adapt,46168126,operating,Other,1,Software,0,1548
Adapt Technologies,10000000,acquired,USA,1,Advertising,0,5476
Adapta Medical,225000,operating,USA,2,Health Care,591,2406
Adapteva,5954000,operating,USA,3,Mobile,1542,2846
Adaptimmune,107500000,operating,Other,2,Biotechnology,183,2920
Adaptis Solutions,777729,operating,Other,1,Software,0,1283
Adaptive Biotechnologies,112499480,operating,USA,3,Biotechnology,214,2554
Adaptive Computing,22999999,operating,USA,3,Software,1213,5476
Adaptive Digital Power,4000000,operating,USA,1,Advertising,0,3285
"Adaptive Medias, Inc.",10400000,operating,USA,2,Advertising,3,1459
Adaptive Ozone Solutions,3750000,closed,USA,1,Information Technology,0,2739
Adaptive Payments,7875598,operating,USA,2,Commerce and Shopping,631,2554
Adaptive Planning,84500000,operating,USA,4,Software,2273,4656
Adaptive Symbiotic Technologies,1099000,operating,USA,1,Biotechnology,0,489
Adaptive TCR,10350000,closed,USA,2,Biotechnology,441,2554
Adaptive Technologies,550000,operating,USA,1,Software,0,5111
AdaptiveBlue,24020000,operating,USA,4,Advertising,1791,3285
AdaptiveMobile,19670000,operating,Other,2,Mobile,413,4746
Adaptivity,24845955,acquired,USA,6,Software,1157,3285
ADAPTIX,6500000,acquired,USA,2,Sales and Marketing,743,2277
Adaptly,13200000,operating,USA,4,Advertising,637,2086
Adapx,30000000,operating,USA,6,Other,1954,6207
Adar IT,2400000,acquired,USA,1,Software,0,6572
ADARA,44115160,operating,USA,4,Advertising,2558,2554
Adarza BioSystems,7250000,operating,USA,4,Biotechnology,533,2920
Adatao,13000000,operating,USA,1,Other,0,1459
Adayana,20000000,operating,USA,1,Financial Services,0,5476
AdBira Network,1250000,operating,Other,1,Advertising,0,1233
AdBm Technologies,1300000,operating,USA,1,Information Technology,0,1374
Adbrain,9000000,operating,Other,2,Mobile,239,1459
adBrite,40400000,acquired,USA,4,Content and Publishing,2799,4746
ADC Therapeutics,40000000,operating,Other,1,Biotechnology,0,1824
Adcade,6500000,operating,USA,2,Advertising,365,1490
Adcast,3500,closed,Other,1,Platforms,0,2468
ADCentricity,2940000,acquired,Other,1,Internet Services,0,3226
Adchemy,119191000,acquired,USA,7,Advertising,2415,4381
AdChina,10000000,operating,Other,3,Advertising,992,3285
Adconion Media Group,114000000,acquired,USA,3,Media and Entertainment,1559,4015
Adcrowd retargeting,733372,operating,Other,1,Advertising,0,1459
Add2paper,1050284,operating,Other,2,Software,622,1899
Addapp,1800000,operating,USA,1,Software,0,636
Addashop,3000000,operating,Other,1,Commerce and Shopping,0,6207
Addepar,65839694,operating,USA,2,Software,1062,2554
AddFleet,4160600,closed,Other,2,Mobile,104,1459
Addiction Campuses of America,3800000,operating,USA,2,Health Care,148,581
AddIn Social,54493,closed,Other,2,Community and Lifestyle,469,1855
Additech,10600000,operating,USA,3,Transportation,2219,7668
AddMyBest,1170000,operating,USA,1,Commerce and Shopping,0,2342
AddonTV,1000000,operating,USA,1,Advertising,0,2342
Addoway,110000,operating,USA,1,Other,0,2099
AddressReport,200000,operating,USA,1,Software,0,638
AddSearch,650000,operating,Other,1,Internet Services,0,1093
AddShoppers,725000,operating,USA,1,Community and Lifestyle,0,1824
AddThis,73000000,operating,USA,7,Advertising,3045,4381
Adduplex,500000,operating,Other,1,Advertising,0,1824
Addvocate,2729000,operating,USA,2,Software,70,1338
addwish,1800000,operating,Other,1,Commerce and Shopping,0,942
Addy,300000,operating,USA,2,Mobile,274,1338
Adea,5000000,acquired,USA,1,Professional Services,0,7303
aDealio,1500000,operating,USA,2,Commerce and Shopping,174,2099
AdECN,3100000,acquired,USA,1,Data and Analytics,0,4746
AdelaVoice,250000,operating,USA,1,Software,0,2189
Adelja Learning,505000,operating,USA,2,Education,819,2189
Adelphic Mobile,12000000,operating,USA,2,Mobile,266,2189
Adenios,810000,operating,USA,1,Biotechnology,0,2554
